Name,Degree,DP Score,NPV Value,Location,City,Consult Fee,Years of Experience,Speciality
Dr. Ayesha Naaz,"BHMS, MD - Homoeopathic Pharmacy",94%,(16 patients),Tolichowki,Hyderabad,₹300,10,AYUSHHomoeopath
Dr. Srinivas Chary,"MBBS, MD - General Medicine",,,LB Nagar,Hyderabad,₹630,16,Internal Medicine
Dr. Tagore Mohan Grandhi,"MBBS, MS - General Surgery",,,Kukatpally,Hyderabad,₹600,31,"Laparoscopic Surgeon, General Surgeon"
Dr. Taufiq Munshi,BDS,,,Himayat Nagar,Hyderabad,₹500,26,Dentist
Dr. Vijaya Lakshmi Chelikani,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy",,,Madhapur,Hyderabad,₹700,t8,"Dermatologist, Cosmetologist, Aesthetic Dermatologist"
Dr. Anshul Singh,"MDS - Oral Medicine and Radiology, BDS",100%,(44 patients),Banjara Hills,Hyderabad,₹400,11,"Dentist, Oral Medicine and Radiology, Dental Surgeon"
Dr. Shilpa Bandari,"MBBS, MS - Obstetrics & Gynaecology",,,Kondapur,Hyderabad,₹500,n5,"Gynecologist, Obstetrician"
Dr. P L	Chary,"MBBS, MS - General Surgery",92%,(13 patients),Hyderguda,Hyderabad,₹1500,37,General Surgeon
Dr. Vishal G.,"MD - Pediatrics, MBBS",97%,(36 patients),Beeramguda,Hyderabad,₹300,11,Pediatrician
Dr. Tayi Yamuna,"MBBS, MD - Obstetrics & Gynaecology, DGO",,,AS Rao Nagar,Hyderabad,₹650,44,"Gynecologist, Obstetrician"
Dr. Hima Bindu N,"MBBS, MS - General Surgery",,,Kukatpally,Hyderabad,₹600,16,General Surgeon
Dr. Sitaram Phani Kumar,"MBBS, MS - Ophthalmology",,,Madinaguda,Hyderabad,₹400,20,Ophthalmologist/ Eye Surgeon
Dr. K S Kiran,"MBBS, MCh - Neuro Surgery",,,Chanda Nagar,Hyderabad,₹400,17,"Neurosurgeon, Neurologist"
Dr. Radhika Santosh Bhandary,"MBBS, DNB - Obstetrics & Gynecology",95%,(55 patients),AS Rao Nagar,Hyderabad,₹350,27,"Infertility Specialist, Gynecologist, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Ajay Kumar Paruchuri,"MBBS, MS - Orthopaedics, M.Ch - Orthopaedics",95%,(458 patients),Kukatpally,Hyderabad,₹600,20,"Spine Surgeon (Ortho), Spine And Pain Specialist, Orthopedic surgeon, Joint Replacement Surgeon"
Dr. Nishant Jain,DDVL,100%,(15 patients),Ameerpet,Hyderabad,₹500,t7,"Dermatologist, Cosmetologist, Trichologist"
Dr. Jaganmani Sreekanth,"MBBS, DNB - General Medicine",,,Jubilee Hills,Hyderabad,₹800,29,"Internal Medicine, General Physician"
Dr. Syeda Nikhat,"MBBS, DVD",98%,(81 patients),Banjara Hills,Hyderabad,₹700,26,Dermatologist
Dr. Eeshani Dutta,"MBBS, MS - Obstetrics & Gynaecology",100%,(22 patients),Quthbullapur,Hyderabad,₹500,10,"Gynecologist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn), Infertility Specialist, Reproductive Endocrinologist (Infertility)"
Dr. Soumya Dasari,"MBBS, MS - ENT",,,Gachibowli,Hyderabad,₹500,t2,ENT/ Otorhinolaryngologist
Dr. CH. Murali Kondaiah,"MBBS, MS - ENT",,,Mehdipatnam,Hyderabad,₹500,15,ENT/ Otorhinolaryngologist
Dr. Rajya Lakshmi,"BAMS, MD - Ayurveda Medicine",100%,(25 patients),Kondapur,Hyderabad,₹500,27,AYUSHAyurveda
Dr. G.Venkateswarlu,"BAMS, MS - Ayurveda",97%,(74 patients),Kukatpally,Hyderabad,₹500,18,AYUSHAyurveda
Dr. Vaishali Prasad,BDS,98%,(66 patients),LB Nagar,Hyderabad,₹200,12,"Dentist, Dental Surgeon"
Dr. Navya Sri Kadiyala,"MBBS, MD - Dermatology , Venereology & Leprosy",100%,(15 patients),Jubilee Hills,Hyderabad,₹600,13,"Dermatologist, Trichologist, Hair Transplant Surgeon, Aesthetic Dermatologist, Cosmetologist"
Dr. J Gopala Krishna,"MBBS, MD - General Medicine",100%,(73 patients),Srinagar Colony,Hyderabad,₹400,13,General Physician
Dr. Dharma Rakshak Ayapati,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery",96%,(81 patients),Banjara Hills,Hyderabad,₹600,44,Cardiothoracic Surgeon
Dr. G.V. Rajgopal,"MBBS, MCh - Urology/Genito-Urinary Surgery",,,Kukatpally,Hyderabad,₹900,31,Urological Surgeon
Dr. Vijayaeswar Reddy,"Diploma in Orthopaedics, MBBS",80%,(15 patients),AS Rao Nagar,Hyderabad,₹400,13,Orthopedic surgeon
Dr. K. Dhanaraj,"MD - General Medicine, MBBS",,,Jubilee Hills,Hyderabad,₹1000,29,Internal Medicine
Dr. E A Padma Kumar,"MBBS, MD - General Medicine, DM - Cardiology",92%,(61 patients),Hitech City,Hyderabad,₹700,37,"Cardiologist, Interventional Cardiologist"
Dr. Sudhir Chalasani,"MD - General Medicine, MBBS",,,Jubilee Hills,Hyderabad,₹800,14,"Internal Medicine, General Physician"
Dr. Harish Kadarala,"MBBS, MD - General Medicine",,,Chanda Nagar,Hyderabad,₹550,19,"General Physician, Consultant Physician"
Dr. Obed Sarilla   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",,,Banjara Hills,Hyderabad,₹750,t7,TherapistPhysiotherapist
Dr. T Dayal Singh,"MBBS, MD - Dermatology, Diploma in Child Health (DCH)",,,Nallakunta,Hyderabad,₹600,36,"Dermatologist, Trichologist, Aesthetic Dermatologist"
Dr. Ram Prahlad,"DM - Medical Oncology, MBBS",,,Mehdipatnam,Hyderabad,₹650,t8,Medical Oncologist
Dr. Rahul Patibandla,"MBBS, MD - General Medicine, DNB - Nephrology",100%,(20 patients),Kukatpally,Hyderabad,₹600,16,Nephrologist/Renal Specialist
Dr. T Narendar,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",,,Vanasthalipuram,Hyderabad,₹500,21,Urologist
Dr. Surya Pavan Reddy,"MBBS, MD - General Medicine",,,Jubilee Hills,Hyderabad,₹1000,26,General Physician
Dr. Lakshmi Mandapalli,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",,,Madinaguda,Hyderabad,₹500,t5,"Dentist, Cosmetic/Aesthetic Dentist"
Dr. K.Vikasini,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",100%,(17 patients),Manikonda,Hyderabad,₹300,16,"Dental Surgeon, Cosmetic/Aesthetic Dentist, Orthodontist"
Dr. N Avinash,"MBBS, DNB - General Medicine",,,Jeedimetla,Hyderabad,₹350,12,General Physician
Dr. Kiran Macha,"MBBS, DNB - General Medicine",,,Secunderabad,Hyderabad,₹900,e7,"General Physician, Internal Medicine"
Dr. P. Seshagiri Rao,"MBBS, MD - Medicine, DM - Cardiology",83%,(12 patients),Jubilee Hills,Hyderabad,₹1000,46,Cardiologist
Dr. Jasmin Rath,"MBBS, MD - Obstetrics & Gynaecology",94%,(159 patients),Jubilee Hills,Hyderabad,₹800,19,"Gynecologist, Obstetrician"
Dr. Ashwin Kasturi,"MBBS, MS - Orthopaedics",98%,(997 patients),KPHB,Hyderabad,₹600,20,"Orthopedic surgeon, Joint Replacement Surgeon"
Dr. Srikanth Gundlapalli,"DM - Nephrology, MBBS, MD - General Medicine",92%,(25 patients),Somajiguda,Hyderabad,₹750,15,Nephrologist/Renal Specialist
Dr. Mohammed Rafi Shaik,"MBBS, DNB - General Surgery, MCh - Plastic Surgery",,,Dammaiguda,Hyderabad,₹500,16,Plastic Surgeon
Dr. N.Padmaja Nirmala,"MD - Dermatology , Venereology & Leprosy, MBBS",93%,(192 patients),Pragathi Nagar,Hyderabad,₹800,17,"Dermatologist, Cosmetologist, Trichologist"
Dr. K. Suma,"MBBS, DGO, MD - Obstetrics & Gynaecology",92%,(261 patients),Nacharam,Hyderabad,₹700,35,"Infertility Specialist, Gynecologist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Afreen   (Physiotherapist),BPTh/BPT,,,Banjara Hills,Hyderabad,₹250,10,TherapistPhysiotherapist
Dr. Shyam Angatha,"MBBS, MS - General Surgery, MCh - Neuro Surgery",,,Ecil,Hyderabad,₹700,16,"Neurosurgeon, Neurologist"
Dr. K.Praveen Kumar Reddy,BDS,100%,(15 patients),Tarnaka,Hyderabad,₹300,21,Dental Surgeon
Dr. Himabindu Namala,"MBBS, MS - Obstetrics & Gynaecology",,,AS Rao Nagar,Hyderabad,₹500,11,Gynecologist
Dr. Sanjeev Kumar Khulbey,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",,,Jubilee Hills,Hyderabad,₹1000,27,Cardiologist
Dr. Ranjit Manne,"BDS, MDS - Orthodontics",97%,(156 patients),Gachibowli,Hyderabad,₹500,23,"Dentist, Orthodontist, Dentofacial Orthopedist"
Dr. Manasa Reddy,"MBBS, MS - Obstetrics & Gynaecology",,,Kokapet,Hyderabad,₹600,10,Gynecologist
,,,,,,,,
Dr. Greeshma Matharasi,MDS - Periodontics,100%,(13 patients),Jubilee Hills,Hyderabad,₹1000,t8,"Periodontist, Dentist"
Dr. K Prabhuvani,BDS,96%,(78 patients),Tarnaka,Hyderabad,₹300,20,"Cosmetic/Aesthetic Dentist, Dentist, Dental Surgeon"
Dr. Yashaswi Reddy,"MBBS, MS - General Surgery",,,Uppal,Hyderabad,₹600,n8,General Surgeon
Dr. Yakkala Suresh Babu,MBBS,82%,(38 patients),Jubilee Hills,Hyderabad,₹800,20,General Physician
Dr. Sriprakash Vinnakota,"MBBS, MS - ENT",82%,(468 patients),KPHB,Hyderabad,₹750,24,ENT/ Otorhinolaryngologist
Dr. Prasanna Kumar,"MBBS, DNB - ENT",,,Kanchanbagh,Hyderabad,₹300,19,ENT/ Otorhinolaryngologist
Dr. Arjun Thiruvaipati,"MDS - Conservative Dentistry & Endodontics, BDS",100%,(21 patients),Nallagandla,Hyderabad,₹300,11,"Endodontist, Dentist, Implantologist, Conservative Dentist"
Dr. S. Srujana,"MBBS, DGO",98%,(62 patients),Nacharam,Hyderabad,₹500,17,"Gynecologist, Infertility Specialist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn)"
Dr. Shyam Sunder Reddy,"MBBS, MS - Orthopaedics",,,Banjara Hills,Hyderabad,₹600,20,Orthopedic surgeon
Ms. Purvi Chottai,"MSc - Health psychology, M.Phil - Clinical Psychology",91%,(44 patients),Banjara Hills,Hyderabad,₹1800,t8,"TherapistClinical Psychologist, Health Psychologist, Psychologist"
Dr. Ranganath D,"MBBS, MD - Pulmonary Medicine",,,Kondapur,Hyderabad,₹400,15,Pulmonologist
Dr. Padmavathi Ravipati,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",100%,(53 patients),Jubilee Hills,Hyderabad,,12,"Infertility Specialist, Gynecologist, Obstetrician"
Dr. K. Jyothirmayi,"M.D. (Psychiatry), MBBS",64%,(22 patients),Gachibowli,Hyderabad,₹1500,16,"Addiction Psychiatrist, Psychotherapist, Neuropsychiatrist"
Dr. J Rajashekar Reddy   (Physiotherapist),BPTh/BPT,,,KPHB,Hyderabad,₹300,t3,"TherapistPhysiotherapist, Geriatric Physiotherapist"
Dr. Raghu Ramulu Vaddepally,"MBBS, DM - Neurology, MD - General Medicine",81%,(36 patients),AS Rao Nagar,Hyderabad,₹750,16,"Neurologist, Pain Management Specialist"
Dr. Kavya Bendalam,BDS,,,Kukatpally,Hyderabad,₹500,t5,"Dentist, Cosmetic/Aesthetic Dentist"
Dr. Harsha Nagineni,BDS,100%,(2253 patients),Chintal,Hyderabad,₹200,11,"Dentist, Dental Surgeon, Cosmetic/Aesthetic Dentist"
Dr. Soumya H R,"MBBS, MS - Obstetrics & Gynaecology",,,Dilsukhnagar,Hyderabad,₹600,t6,"Obstetrician, Gynecologist"
Dr. Dendukuri S P Lakshmi,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",,,East Marredpally,Hyderabad,₹600,12,ENT/ Otorhinolaryngologist
Dr. Harish,"DM - Medical Gastroenterology, MD - General Medicine, MBBS",,,Srinagar Colony,Hyderabad,₹600,t6,Gastroenterologist
Dr. K Ramesh Chandra,"MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",98%,(50 patients),Somajiguda,Hyderabad,₹600,25,"Orthopedic surgeon, Joint Replacement Surgeon, Spine Surgeon (Ortho)"
Dr. Khadhar Pasha,MBBS,100%,(43 patients),Manikonda,Hyderabad,₹300,12,General Physician
Dr. Vinisha Srinivas,BDS,85%,(13 patients),Madhapur,Hyderabad,₹300,t7,"Dentist, Dental Surgeon, Cosmetic/Aesthetic Dentist"
Dr. Kembavi Srinivas,"MBBS, MS - General Surgery",96%,(2416 patients),KPHB,Hyderabad,₹800,37,"Sexologist, General Surgeon"
Dr. Gopalkrishna,"MBBS, MD - General Medicine, DM - Gastroenterology",93%,(71 patients),Madinaguda,Hyderabad,₹600,16,Gastroenterologist
Dr. Sattiraju Pushyami   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",100%,(46 patients),Banjara Hills,Hyderabad,₹700,16,"TherapistPhysiotherapist, Neuro Physiotherapist, Geriatric Physiotherapist"
Dr. V Bramha Prasad,"MBBS, MCh - Neuro Surgery",,,Secunderabad,Hyderabad,₹600,20,"Neurosurgeon, Neurologist"
Dr. S Neelima,"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",96%,(28 patients),Miyapur,Hyderabad,₹500,13,ENT/ Otorhinolaryngologist
Dr. Parinaaz Parhar,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",100%,(64 patients),Secunderabad,Hyderabad,₹700,10,"Infertility Specialist, Obstetrician, Gynecologist"
Dr. Sundeep Lakhtakia,"MBBS, MD - Medicine, DM - Gastroenterology, DNB - General Medicine",80%,(35 patients),Gachibowli,Hyderabad,₹500,24,Gastroenterologist
Dr. Ramya Nadipineni,"MBBS, MD - Pediatrics",,,Gachibowli,Hyderabad,₹800,11,Pediatrician
Dr. Dubashi Ramesh,"DHMS (Diploma in Homeopathic Medicine and Surgery), MD - Homeopathy",,,Trimulgherry,Hyderabad,₹300,42,AYUSHHomoeopath
Dr. Sanjeev Kumar E,"MD - General Medicine, DM - Cardiology, MBBS",94%,(62 patients),Jubilee Hills,Hyderabad,₹800,26,"Cardiologist, Interventional Cardiologist"
Dr. Srushanth Mukka,"MBBS, MD - Dermatology , Venereology & Leprosy",92%,(12 patients),Kokapet,Hyderabad,₹600,11,"Dermatologist, Hair Transplant Surgeon, Dermatosurgeon"
Dr. N Venkatram Reddy,"MBBS, MS - ENT",,,LB Nagar,Hyderabad,₹630,40,ENT/ Otorhinolaryngologist
Dr. Sunil Apisingi,"MBBS, MS - Orthopaedics",,,Hitech City,Hyderabad,₹500,22,Orthopedic surgeon
Dr. Hidayatullah. G,"MBBS, MS - General Surgery, MCh - Urology",78%,(40 patients),Banjara Hills,Hyderabad,₹600,18,Urologist
Dr. Harini Irri,"MBBS, MD - Dermatology , Venereology & Leprosy",,,KPHB,Hyderabad,₹600,t7,"Dermatologist, Trichologist, Hair Transplant Surgeon, Aesthetic Dermatologist, Cosmetologist"
Dr. C Nikhileshwar Reddy,"MBBS, MD - Pediatrics, DM - Neurology",,,Sun city,Hyderabad,₹600,13,Neurologist
Dr. Samatha Kumar,"MBBS, MD - Obstetrics & Gynaecology",95%,(152 patients),Banjara Hills,Hyderabad,₹1000,19,"Gynecologist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn)"
Dr. P Satish Rao,BDS,93%,(44 patients),Ameerpet,Hyderabad,₹200,23,"Dentist, Cosmetic/Aesthetic Dentist, Implantologist"
Dr. Chaitanya Koduri,"MBBS, DM - Neurology, MD - General Medicine",,,Gachibowli,Hyderabad,₹500,12,"Neurologist, Internal Medicine"
Dr. Lakshmi Reddy,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",,,Kokapet,Hyderabad,₹300,t8,"Dental Surgeon, Orthodontist, Dentofacial Orthopedist"
Dr. Srinivas K,"MBBS, M.D. (Psychiatry), Master of Public Health (MPH)",98%,(168 patients),Kukatpally,Hyderabad,₹1000,11,"Neuropsychiatrist, Psychiatrist"
Dr. Pavan Kumar Bichal,"MBBS, MD - Anaesthesiology",,,Jubilee Hills,Hyderabad,₹1000,35,"Pain Management Specialist, Spine And Pain Specialist"
Dr. Ashwin M Shah,MBBS,,,Jubilee Hills,Hyderabad,₹1500,38,General Physician
Dr. Srinivas N,"MBBS, MS - General Surgery, MCh - Urology",91%,(56 patients),Dilsukhnagar,Hyderabad,₹600,23,"Urologist, Andrologist"
Dr. Rajesh Reddy Pasham,"MBBS, MD - General Medicine, DM - Neurology",100%,(57 patients),Miyapur,Hyderabad,₹600,15,Neurologist
Dr. Sridhar Reddy B,MDS - Oral & Maxillofacial Surgery,96%,(276 patients),Madhapur,Hyderabad,₹600,17,Hair Transplant Surgeon
Dr. Gautam Reddy Yannam,"MBBS, MS - General Surgery, MCh - Plastic Surgery",,,KPHB,Hyderabad,₹800,16,"Hair Transplant Surgeon, Diabetic Foot Surgeon"
Dr. Supriya,"BDS, MDS - Conservative Dentistry & Endodontics",100%,(80 patients),Gachibowli,Hyderabad,₹300,10,"Dentist, Conservative Dentist, Endodontist"
Dr. Vasundara,BDS,,,Madhapur,Hyderabad,₹400,19,Dentist
Dr. P. Raja Babu,"BDS, MDS",,,Mehdipatnam,Hyderabad,₹200,36,Dentist
Dr. Archana Anil Nagaonkar,"MBBS, DGO",94%,(105 patients),Madhapur,Hyderabad,₹600,17,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. G Satheesh Kumar,"BDS, MDS - Periodontics",,,Manikonda,Hyderabad,₹300,11,"Dentist, Periodontist, Implantologist"
Dr. Nitish,MBBS,100%,(19 patients),Barkatpura,Hyderabad,₹800,n8,General Physician
Dr. Balavardhan Reddy,"MBBS, MS - Orthopaedics",95%,(165 patients),Jubilee Hills,Hyderabad,₹1000,25,Orthopedic surgeon
Dr. Ranabothu Harshitha,BDS,,,Rajeev Nagar,Hyderabad,₹300,t3,"Dentist, Cosmetic/Aesthetic Dentist"
Dr. Shakuntala Ghosh,"MBBS, MS - ENT",95%,(666 patients),Chaitanyapuri,Hyderabad,₹800,23,ENT/ Otorhinolaryngologist
Dr. Raga Sudha V,"MBBS, MS - Obstetrics & Gynaecology",,,Miyapur,Hyderabad,₹600,15,"Gynecologist, Obstetrician, Infertility Specialist"
Dr. P Vamshi Bharath,"MBBS, MS - General Surgery",100%,(18 patients),Nallagandla,Hyderabad,₹500,10,"General Surgeon, Laparoscopic Surgeon, Proctologist"
Dr. Ramya Krishna C,"MBBS, MD - Dermatology , Venereology & Leprosy",,,Banjara Hills,Hyderabad,₹500,t6,"Dermatologist, Aesthetic Dermatologist, Trichologist, Hair Transplant Surgeon, Cosmetologist"
Dr. Harini Reddy,"MBBS, DNB - General Medicine",,,Hyderguda,Hyderabad,₹500,16,"Internal Medicine, General Physician"
Dr. Ravi Mohan,"MBBS, MS - General Surgery",,,Ameerpet,Hyderabad,₹700,28,General Surgeon
Dr. G L Sitara,"MBBS, DDVL",98%,(653 patients),Madinaguda,Hyderabad,₹500,13,"Dermatologist, Aesthetic Dermatologist, Dermatosurgeon, Trichologist, Cosmetologist, Pediatric Dermatologist, Venereologist"
Dr. Venu,"MBBS, DNB - Urology/Genito - Urinary Surgery",,,LB Nagar,Hyderabad,₹680,26,Urologist
Dr. Sai Kalyan S,"MCh - Neuro Surgery, MS - General Surgery, MBBS",,,Attapur,Hyderabad,₹600,14,Neurosurgeon
Dr. Suresh Giragani,"MBBS, MD - Radio Diagnosis/Radiology, DM - Neuro Radiology",,,Jubilee Hills,Hyderabad,₹1000,14,"Neuroradiologist, Interventional Radiologist"
Dr. Madhavachari,Diploma in Child Health (DCH),,,Nacharam,Hyderabad,₹400,12,Pediatrician
Dr. CH Chandra Krishna,"MBBS, MS - Orthopaedics",92%,(12 patients),Ecil,Hyderabad,₹350,14,Orthopedic surgeon
Dr. Ramesh Kumar Pitchika,"MBBS, Diploma in Otorhinolaryngology (DLO), MRCS (UK)",95%,(189 patients),Miyapur,Hyderabad,₹500,22,"ENT/ Otorhinolaryngologist, Plastic Surgeon"
Dr. RVS Chakradhar Raju,"BDS, MDS - Conservative Dentistry",,,Hitech City,Hyderabad,₹300,23,"Endodontist, Dental Surgeon"
Dr. P Chandrashekar,MBBS,,,Manikonda,Hyderabad,₹500,n5,General Physician
Dr. K Maithri,"M.D. (Psychiatry), MBBS",,,Kukatpally,Hyderabad,₹1000,10,Psychiatrist
Dr. Harinath Bellamkonda,"MBBS, MS - Orthopaedics",,,Nizampet,Hyderabad,₹350,13,Orthopedic surgeon
Dr. Dushyanth Ganesuni,"MBBS, DNB - Otorhinolaryngology",,,Gachibowli,Hyderabad,₹700,15,"ENT/ Otorhinolaryngologist, Head and Neck Surgeon"
Dr. Nadeem Qadri,"BDS, MDS - Prosthodontist And Crown Bridge",99%,(548 patients),Hitech City,Hyderabad,₹300,14,"Prosthodontist, Implantologist"
Dr. Randhir Kumar,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",,,KPHB,Hyderabad,₹100,14,Urologist
Dr. S K Gupta,"MBBS, DM - Clinical Haematology",,,Gachibowli,Hyderabad,₹800,18,Hematologist
Dr. G Keertana Reddy,"MBBS, MS - Obstetrics & Gynaecology",100%,(55 patients),Ameerpet,Hyderabad,₹500,14,"Gynecologist, Obstetrician"
Dr. Sucharitha,"MBBS, MS - Ophthalmology",,,Ecil,Hyderabad,₹800,20,Ophthalmologist/ Eye Surgeon
Dr. N Sridevi,MBBS,,,Banjara Hills,Hyderabad,₹500,11,General Physician
Dr. Shyam Kumar Longoju,BHMS,,,Manikonda,Hyderabad,₹500,19,AYUSHHomoeopath
Dr. H. Vinay Kumar,"MBBS, MS - Orthopaedics",,,Ecil,Hyderabad,₹600,11,Orthopedic surgeon
Dr. C. Naga Jayanthi,"MBBS, DGO",99%,(71 patients),Kondapur,Hyderabad,₹800,26,"Gynecologist, Obstetrician"
Dr. Nandyala Padmapriya,"MBBS, DNB - Obstetrics & Gynecology",,,Hitech City,Hyderabad,₹1000,23,"Gynecologist, Obstetrician"
Dr. A Ajay Reddy,"MBBS, MCh - Neuro Surgery",100%,(30 patients),Gachibowli,Hyderabad,₹1000,17,"Neurosurgeon, Spine Surgeon (Neuro)"
Dr. Kavitha Naragoni,"MBBS, DNB - Obstetrics & Gynecology, DGO",67%,(24 patients),Gachibowli,Hyderabad,₹900,21,"Gynecologist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn)"
Dr. BKN Sudha,"MBBS, DGO, DNB - Obstetrics & Gynecology",97%,(146 patients),KPHB,Hyderabad,₹500,17,"Infertility Specialist, Gynecologist, Obstetrician"
Dr. Medasani Roshny,BDS,,,Kondapur,Hyderabad,₹300,t3,"Dentist, Cosmetic/Aesthetic Dentist"
Dr. Sai Deepthi T,"BAMS, MD - Ayurveda Medicine",,,Srinagar Colony,Hyderabad,₹450,e8,"AYUSHAyurveda, Alternative Medicine"
Dr. S.V.S.S Prasad,"MBBS, MD - Pediatrics, DM - Oncology",,,Jubilee Hills,Hyderabad,₹1200,41,Medical Oncologist
Dr. Mamidi Varun,"MBBS, MD - General Medicine, DM - Nephrology",,,Hitech City,Hyderabad,₹700,12,Nephrologist/Renal Specialist
Dr. E.Debaraju Reddy,"MBBS, DNB - General Surgery",99%,(164 patients),Nizampet,Hyderabad,₹300,22,"General Surgeon, Laparoscopic Surgeon, Diabetic Foot Surgeon, Proctologist, Bariatric Surgeon"
Dr. R R L Gayathri,MBBS,,,AS Rao Nagar,Hyderabad,₹400,n7,General Physician
Dr. Girish Narayan,"MBBS, MD - General Medicine, DM - Nephrology",96%,(49 patients),Chapel Road,Hyderabad,₹850,45,Nephrologist/Renal Specialist
Dr. T Sadanand Reddy,"MBBS, DM - Cardiology, MD - General Medicine",,,Hitech City,Hyderabad,₹500,26,"Cardiologist, Interventional Cardiologist"
Dr. Shiny Priyanka,"MBBS, MS - ENT",100%,(29 patients),Mehdipatnam,Hyderabad,₹500,10,ENT/ Otorhinolaryngologist
Dr. Sreenivas Chittipaaka,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD)",95%,(21 patients),Boduppal,Hyderabad,₹600,16,Pulmonologist
Dr. K.Sowmya,"MD - Dermatology , Venereology & Leprosy, MBBS",83%,(23 patients),Uppal,Hyderabad,₹400,t9,Dermatologist
Dr. Chandrakant Tarke,"DNB - Pulmonary Medicine, MD - Pulmonary Medicine, MBBS",85%,(13 patients),Jubilee Hills,Hyderabad,₹800,15,Pulmonologist
Dr. Jyoti Kankanala,"MBBS, DGO, DNB - Obstetrics & Gynecology, FRCOG (UK), MRCOG(UK)",95%,(200 patients),Gachibowli,Hyderabad,₹900,22,Gynecologist
Dr. Suman K S,"MBBS, DNB - Otorhinolaryngology",,,Secunderabad,Hyderabad,₹700,t8,ENT/ Otorhinolaryngologist
Dr. K. Dayanand,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD)",95%,(19 patients),Secunderabad,Hyderabad,₹600,24,Pulmonologist
Dr. Achattil Asha,BAMS,,,Himayat Nagar,Hyderabad,₹49,13,AYUSHAyurveda
Dr. Amit K Jotwani,"MD - Radiotherapy, MBBS",,,Gachibowli,Hyderabad,₹750,17,Radiation Oncologist
Dr. Arun Mallu,"MBBS, MS - Orthopaedics",,,Gachibowli,Hyderabad,₹900,10,"Joint Replacement Surgeon, Orthopedic surgeon"
Dr. Praveen R. Sirdesai,"MBBS, MS - ENT",87%,(30 patients),Secunderabad,Hyderabad,₹800,31,ENT/ Otorhinolaryngologist
Dr. T. Siva Prasad,"MD - Anaesthesiology, MBBS",92%,(53 patients),Attapur,Hyderabad,₹500,27,"Pain Management Specialist, Anesthesiologist"
Dr. Deepthi Raidu,"MBBS, MS - Obstetrics & Gynaecology",100%,(31 patients),Banjara Hills,Hyderabad,₹1000,15,"Obstetrician, Gynecologist"
Dr. Amitav Ray,"MBBS, FRCS - General Surgery",,,Jubilee Hills,Hyderabad,₹800,32,General Surgeon
